,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
4909,215,81,200241.0,200240.0,9.911,1662.05,5.495,200240.0
4910,215,82,200235.0,200234.0,4.416,1666.76,2.768,200234.0
4911,215,83,200231.0,200231.0,1.64858,1668.75,2.18871,200231.0
4912,215,84,200229.0,200228.0,-0.54013,1670.16,0.714732,200228.0
4913,215,85,200227.0,200227.0,-1.25486,1670.09,-0.086667,200227.0
4914,215,86,200227.0,200227.0,-1.16819,1669.22,-1.48662,200227.0
4915,215,87,200227.0,200228.0,0.31842,1666.95,-2.21564,200228.0
4916,215,88,200229.0,200229.0,2.53405,1663.95,-3.49691,200229.0
4917,215,89,200232.0,200232.0,6.03097,1659.67,-4.89059,200232.0
4918,215,90,200236.0,200237.0,10.9216,1654.0,-6.94723,200237.0
4919,215,91,200243.0,200243.0,17.8688,1646.27,0.0,200243.0
4920,215,92,200249.0,,,,,200249.0
4921,215,93,200257.0,,,,,200257.0
4922,215,94,200265.0,,,,,200265.0
4923,215,95,200275.0,,,,,200275.0
4924,215,96,200285.0,,,,,200285.0
4925,216,65,201402.0,,,,,201402.0
4926,216,66,201379.0,,,,,201379.0
4927,216,67,201360.0,,,,,201360.0
4928,216,68,201339.0,,,,,201339.0
4929,216,69,201322.0,,,,,201322.0
4930,216,70,201304.0,,,,,201304.0
4931,216,71,201289.0,,,,,201289.0
4932,216,72,201273.0,,,,,201273.0
4933,216,73,201260.0,,,,,201260.0
4934,216,74,201245.0,,,,,201245.0
4935,216,75,201234.0,,,,,201234.0
4936,216,76,201221.0,,,,,201221.0
4937,216,77,201212.0,,,,,201212.0
4938,216,78,201201.0,,,,,201201.0
4939,216,79,201194.0,,,,,201194.0
4940,216,80,201184.0,201182.0,19.859,1660.96,5.142,201182.0
4941,216,81,201178.0,201177.0,14.718,1665.32,7.238,201177.0
4942,216,82,201170.0,201169.0,7.48,1671.77,1.606,201169.0
4943,216,83,201167.0,201167.0,5.87399,1672.6,4.09001,201167.0
4944,216,84,201163.0,201162.0,1.78398,1675.9,-0.473543,201162.0
4945,216,85,201163.0,201162.0,2.25753,1674.65,2.00429,201162.0
4946,216,86,201160.0,201160.0,0.253235,1675.87,-2.7181,201160.0
4947,216,87,201162.0,201162.0,2.97134,1672.37,-0.320022,201162.0
4948,216,88,201161.0,201162.0,3.29136,1671.27,-4.85314,201162.0
4949,216,89,201165.0,201166.0,8.1445,1665.63,-2.1541,201166.0
4950,216,90,201167.0,201168.0,10.2986,1662.69,-7.50123,201168.0
4951,216,91,201174.0,201175.0,17.7998,1654.41,0.0,201175.0
4952,216,92,201179.0,,,,,201179.0
4953,216,93,201188.0,,,,,201188.0
4954,216,94,201195.0,,,,,201195.0
4955,216,95,201205.0,,,,,201205.0
4956,216,96,201214.0,,,,,201214.0
4957,217,65,202341.0,,,,,202341.0
4958,217,66,202319.0,,,,,202319.0
4959,217,67,202299.0,,,,,202299.0
4960,217,68,202279.0,,,,,202279.0
4961,217,69,202260.0,,,,,202260.0
4962,217,70,202243.0,,,,,202243.0
4963,217,71,202227.0,,,,,202227.0
4964,217,72,202211.0,,,,,202211.0
4965,217,73,202197.0,,,,,202197.0
4966,217,74,202183.0,,,,,202183.0
4967,217,75,202171.0,,,,,202171.0
4968,217,76,202159.0,,,,,202159.0
4969,217,77,202148.0,,,,,202148.0
4970,217,78,202138.0,,,,,202138.0
4971,217,79,202129.0,,,,,202129.0
4972,217,80,202121.0,,,,,202121.0
4973,217,81,202113.0,202112.0,18.313,1669.79,6.073,202112.0
4974,217,82,202106.0,202105.0,12.24,1675.08,3.51,202105.0
4975,217,83,202102.0,202101.0,8.72996,1677.81,2.84463,202101.0
4976,217,84,202098.0,202098.0,5.88533,1679.87,1.4894,202098.0
4977,217,85,202096.0,202096.0,4.39593,1680.58,0.737003,202096.0
4978,217,86,202095.0,202095.0,3.65893,1680.54,-0.656018,202095.0
4979,217,87,202095.0,202095.0,4.31494,1679.1,-1.57278,202095.0
4980,217,88,202096.0,202096.0,5.88772,1676.74,-2.81604,202096.0
4981,217,89,202098.0,202098.0,8.70376,1673.14,-3.51437,202098.0
4982,217,90,202100.0,202101.0,12.2181,1668.85,-4.85184,202101.0
4983,217,91,202104.0,202106.0,17.07,1663.21,-5.901,202106.0
4984,217,92,202110.0,202111.0,22.971,1656.53,0.0,202111.0
4985,217,93,202118.0,,,,,202118.0
4986,217,94,202125.0,,,,,202125.0
4987,217,95,202134.0,,,,,202134.0
4988,217,96,202144.0,,,,,202144.0
4989,218,65,203282.0,,,,,203282.0
4990,218,66,203258.0,,,,,203258.0
4991,218,67,203238.0,,,,,203238.0
4992,218,68,203217.0,,,,,203217.0
4993,218,69,203200.0,,,,,203200.0
4994,218,70,203180.0,,,,,203180.0
4995,218,71,203165.0,,,,,203165.0
4996,218,72,203148.0,,,,,203148.0
4997,218,73,203135.0,,,,,203135.0
4998,218,74,203120.0,,,,,203120.0
4999,218,75,203108.0,,,,,203108.0
5000,218,76,203095.0,,,,,203095.0
5001,218,77,203085.0,,,,,203085.0
5002,218,78,203074.0,,,,,203074.0
5003,218,79,203066.0,,,,,203066.0
5004,218,80,203056.0,,,,,203056.0
5005,218,81,203049.0,203048.0,23.092,1673.09,7.638,203048.0
5006,218,82,203041.0,203040.0,15.453,1679.94,2.237,203040.0
5007,218,83,203038.0,203037.0,13.216,1681.4,4.85723,203037.0
5008,218,84,203032.0,203032.0,8.35881,1685.47,0.259722,203032.0
5009,218,85,203031.0,203031.0,8.09908,1684.95,2.88124,203031.0
5010,218,86,203028.0,203028.0,5.21784,1687.05,-1.84163,203028.0
5011,218,87,203029.0,203029.0,7.05947,1684.42,0.408015,203029.0
5012,218,88,203029.0,203028.0,6.65146,1684.05,-4.19266,203028.0
5013,218,89,203032.0,203032.0,10.8441,1679.07,-1.5227,203032.0
5014,218,90,203032.0,203033.0,12.3668,1676.77,-6.31762,203033.0
5015,218,91,203038.0,203039.0,18.6844,1669.67,-3.22753,203039.0
5016,218,92,203040.0,203041.0,21.912,1665.66,0.0,203041.0
5017,218,93,203049.0,,,,,203049.0
5018,218,94,203054.0,,,,,203054.0
5019,218,95,203065.0,,,,,203065.0
5020,218,96,203072.0,,,,,203072.0
5021,218,97,203084.0,,,,,203084.0
5022,219,66,204199.0,,,,,204199.0
5023,219,67,204177.0,,,,,204177.0
5024,219,68,204157.0,,,,,204157.0
5025,219,69,204138.0,,,,,204138.0
5026,219,70,204120.0,,,,,204120.0
5027,219,71,204103.0,,,,,204103.0
5028,219,72,204087.0,,,,,204087.0
5029,219,73,204072.0,,,,,204072.0
5030,219,74,204058.0,,,,,204058.0
5031,219,75,204045.0,,,,,204045.0
5032,219,76,204033.0,,,,,204033.0
5033,219,77,204021.0,,,,,204021.0
5034,219,78,204011.0,,,,,204011.0
5035,219,79,204002.0,,,,,204002.0
5036,219,80,203993.0,,,,,203993.0
5037,219,81,203985.0,,,,,203985.0
5038,219,82,203977.0,203976.0,20.279,1683.19,3.996,203976.0
5039,219,83,203973.0,203972.0,16.283,1686.4,3.601,203972.0
5040,219,84,203968.0,203968.0,12.6814,1689.22,2.28417,203968.0
5041,219,85,203965.0,203965.0,10.3972,1690.72,1.5663,203965.0
5042,219,86,203963.0,203963.0,8.8309,1691.51,0.212319,203963.0
5043,219,87,203962.0,203962.0,8.61858,1690.94,-0.775987,203962.0
5044,219,88,203962.0,203962.0,9.39457,1689.38,-2.17527,203962.0
5045,219,89,203965.0,203964.0,11.5698,1686.42,-2.90324,203964.0
5046,219,90,203966.0,203966.0,14.4731,1682.73,-4.06741,203966.0
5047,219,91,203970.0,203970.0,18.5405,1677.88,-4.74606,203970.0
5048,219,92,203974.0,203974.0,23.2865,1672.36,-5.99,203974.0
5049,219,93,203979.0,203980.0,29.277,1665.58,0.0,203980.0
5050,219,94,203985.0,,,,,203985.0
5051,219,95,203994.0,,,,,203994.0
5052,219,96,204003.0,,,,,204003.0
5053,219,97,204013.0,,,,,204013.0
5054,220,66,205138.0,,,,,205138.0
5055,220,67,205117.0,,,,,205117.0
5056,220,68,205095.0,,,,,205095.0
5057,220,69,205077.0,,,,,205077.0
5058,220,70,205057.0,,,,,205057.0
5059,220,71,205042.0,,,,,205042.0
5060,220,72,205024.0,,,,,205024.0
5061,220,73,205010.0,,,,,205010.0
5062,220,74,204995.0,,,,,204995.0
5063,220,75,204983.0,,,,,204983.0
5064,220,76,204969.0,,,,,204969.0
5065,220,77,204959.0,,,,,204959.0
5066,220,78,204947.0,,,,,204947.0
5067,220,79,204938.0,,,,,204938.0
5068,220,80,204928.0,,,,,204928.0
5069,220,81,204921.0,,,,,204921.0
5070,220,82,204912.0,204911.0,23.669,1687.87,2.85,204911.0
5071,220,83,204909.0,204908.0,20.819,1689.94,5.555,204908.0
5072,220,84,204903.0,204902.0,15.2635,1694.71,0.887714,204902.0
5073,220,85,204900.0,204900.0,14.3757,1694.81,3.76218,204900.0
5074,220,86,204896.0,204896.0,10.6136,1697.79,-0.869617,204896.0
5075,220,87,204897.0,204896.0,11.4832,1696.14,1.21265,204896.0
5076,220,88,204895.0,204895.0,10.2705,1696.57,-3.47352,204895.0
5077,220,89,204897.0,204898.0,13.7441,1692.32,-0.925248,204898.0
5078,220,90,204898.0,204898.0,14.6693,1690.61,-5.549,204898.0
5079,220,91,204904.0,204903.0,20.218,1684.28,-2.715,204903.0
5080,220,92,204905.0,204905.0,22.934,1680.78,-7.377,204905.0
5081,220,93,204912.0,204912.0,30.311,1672.62,0.0,204912.0
5082,220,94,204915.0,,,,,204915.0
5083,220,95,204925.0,,,,,204925.0
5084,220,96,204931.0,,,,,204931.0
5085,220,97,204943.0,,,,,204943.0
5086,221,66,206079.0,,,,,206079.0
5087,221,67,206057.0,,,,,206057.0
5088,221,68,206035.0,,,,,206035.0
5089,221,69,206016.0,,,,,206016.0
5090,221,70,205997.0,,,,,205997.0
5091,221,71,205980.0,,,,,205980.0
5092,221,72,205963.0,,,,,205963.0
5093,221,73,205948.0,,,,,205948.0
5094,221,74,205933.0,,,,,205933.0
5095,221,75,205919.0,,,,,205919.0
5096,221,76,205906.0,,,,,205906.0
5097,221,77,205895.0,,,,,205895.0
5098,221,78,205884.0,,,,,205884.0
5099,221,79,205874.0,,,,,205874.0
5100,221,80,205865.0,,,,,205865.0
5101,221,81,205857.0,,,,,205857.0
5102,221,82,205850.0,,,,,205850.0
5103,221,83,205843.0,205842.0,24.098,1694.73,4.324,205842.0
5104,221,84,205839.0,205838.0,19.7738,1698.27,2.99103,205838.0
5105,221,85,205835.0,205834.0,16.7827,1700.48,2.31003,205834.0
5106,221,86,205831.0,205831.0,14.4727,1702.01,1.19409,205831.0
5107,221,87,205830.0,205830.0,13.2786,1702.42,0.314364,205830.0
5108,221,88,205829.0,205829.0,12.9642,1701.95,-1.55923,205829.0
5109,221,89,205830.0,205830.0,14.5235,1699.61,-2.41489,205830.0
5110,221,90,205831.0,205832.0,16.9384,1696.41,-3.43802,205832.0
5111,221,91,205836.0,205835.0,20.3764,1692.19,-4.107,205835.0
5112,221,92,205838.0,205838.0,24.483,1687.3,-5.362,205838.0
5113,221,93,205843.0,205843.0,29.845,1681.16,0.0,205843.0
5114,221,94,205848.0,,,,,205848.0
5115,221,95,205854.0,,,,,205854.0
5116,221,96,205862.0,,,,,205862.0
5117,221,97,205872.0,,,,,205872.0
5118,221,98,205881.0,,,,,205881.0
5119,222,67,206997.0,,,,,206997.0
5120,222,68,206974.0,,,,,206974.0
5121,222,69,206956.0,,,,,206956.0
5122,222,70,206935.0,,,,,206935.0
5123,222,71,206918.0,,,,,206918.0
5124,222,72,206900.0,,,,,206900.0
5125,222,73,206886.0,,,,,206886.0
5126,222,74,206870.0,,,,,206870.0
5127,222,75,206857.0,,,,,206857.0
5128,222,76,206843.0,,,,,206843.0
5129,222,77,206832.0,,,,,206832.0
5130,222,78,206820.0,,,,,206820.0
5131,222,79,206811.0,,,,,206811.0
5132,222,80,206800.0,,,,,206800.0
5133,222,81,206793.0,,,,,206793.0
5134,222,82,206785.0,,,,,206785.0
5135,222,83,206780.0,206779.0,28.671,1698.23,6.185,206779.0
5136,222,84,206773.0,206772.0,22.4863,1703.63,1.53324,206772.0
5137,222,85,206770.0,206770.0,20.953,1704.38,4.57899,206770.0
5138,222,86,206765.0,206765.0,16.374,1708.18,0.024269,206765.0
5139,222,87,206765.0,206764.0,16.3498,1707.42,2.02819,206764.0
5140,222,88,206762.0,206762.0,14.3216,1708.66,-2.30017,206762.0
5141,222,89,206763.0,206764.0,16.6217,1705.58,-0.581568,206764.0
5142,222,90,206763.0,206764.0,17.2033,1704.22,-4.952,206764.0
5143,222,91,206767.0,206768.0,22.155,1698.48,-2.067,206768.0
5144,222,92,206769.0,206770.0,24.222,1695.63,-6.797,206770.0
5145,222,93,206776.0,206776.0,31.019,1688.06,0.0,206776.0
5146,222,94,206779.0,,,,,206779.0
5147,222,95,206787.0,,,,,206787.0
5148,222,96,206791.0,,,,,206791.0
5149,222,97,206802.0,,,,,206802.0
5150,222,98,206810.0,,,,,206810.0
5151,223,67,207937.0,,,,,207937.0
5152,223,68,207915.0,,,,,207915.0
5153,223,69,207894.0,,,,,207894.0
5154,223,70,207875.0,,,,,207875.0
5155,223,71,207857.0,,,,,207857.0
5156,223,72,207839.0,,,,,207839.0
5157,223,73,207824.0,,,,,207824.0
5158,223,74,207808.0,,,,,207808.0
5159,223,75,207794.0,,,,,207794.0
5160,223,76,207781.0,,,,,207781.0
5161,223,77,207769.0,,,,,207769.0
5162,223,78,207757.0,,,,,207757.0
5163,223,79,207747.0,,,,,207747.0
5164,223,80,207737.0,,,,,207737.0
5165,223,81,207729.0,,,,,207729.0
5166,223,82,207721.0,,,,,207721.0
5167,223,83,207714.0,207713.0,32.137,1702.83,5.058,207713.0
5168,223,84,207709.0,207708.0,27.079,1707.11,3.651,207708.0
5169,223,85,207704.0,207704.0,23.428,1709.98,3.03827,207704.0
5170,223,86,207701.0,207700.0,20.3897,1712.23,2.00576,207700.0
5171,223,87,207698.0,207698.0,18.384,1713.46,1.14917,207698.0
5172,223,88,207697.0,207696.0,17.2348,1713.82,-0.591889,207696.0
5173,223,89,207696.0,207696.0,17.8267,1712.45,-1.55942,207696.0
5174,223,90,207697.0,207697.0,19.3861,1710.11,-2.93492,207697.0
5175,223,91,207699.0,207700.0,22.321,1706.39,-3.51785,207700.0
5176,223,92,207702.0,207703.0,25.8389,1702.09,-4.761,207703.0
5177,223,93,207706.0,207707.0,30.6,1696.55,0.0,207707.0
5178,223,94,207711.0,,,,,207711.0
5179,223,95,207717.0,,,,,207717.0
5180,223,96,207724.0,,,,,207724.0
5181,223,97,207731.0,,,,,207731.0
5182,223,98,207740.0,,,,,207740.0
5183,224,67,208877.0,,,,,208877.0
5184,224,68,208854.0,,,,,208854.0
5185,224,69,208834.0,,,,,208834.0
5186,224,70,208813.0,,,,,208813.0
5187,224,71,208796.0,,,,,208796.0
5188,224,72,208777.0,,,,,208777.0
5189,224,73,208762.0,,,,,208762.0
5190,224,74,208745.0,,,,,208745.0
5191,224,75,208732.0,,,,,208732.0
5192,224,76,208717.0,,,,,208717.0
5193,224,77,208706.0,,,,,208706.0
5194,224,78,208693.0,,,,,208693.0
5195,224,79,208684.0,,,,,208684.0
5196,224,80,208673.0,,,,,208673.0
5197,224,81,208665.0,,,,,208665.0
5198,224,82,208656.0,,,,,208656.0
5199,224,83,208651.0,208650.0,36.766,1706.27,6.856,208650.0
5200,224,84,208643.0,208642.0,29.91,1712.35,2.199,208642.0
5201,224,85,208640.0,208640.0,27.711,1713.76,5.26592,208640.0
5202,224,86,208635.0,208634.0,22.4451,1718.25,0.650001,208634.0
5203,224,87,208633.0,208633.0,21.7951,1718.12,2.96777,208633.0
5204,224,88,208630.0,208629.0,18.8273,1720.3,-1.40767,208629.0
5205,224,89,208631.0,208630.0,20.235,1718.11,0.241053,208630.0
5206,224,90,208630.0,208629.0,19.9939,1717.57,-3.86871,208629.0
5207,224,91,208633.0,208633.0,23.8627,1712.92,-1.85139,208633.0
5208,224,92,208634.0,208634.0,25.714,1710.29,-6.162,208634.0
5209,224,93,208639.0,208640.0,31.876,1703.34,0.0,208640.0
5210,224,94,208642.0,,,,,208642.0
5211,224,95,208651.0,,,,,208651.0
5212,224,96,208654.0,,,,,208654.0
5213,224,97,208663.0,,,,,208663.0
5214,224,98,208669.0,,,,,208669.0
5215,224,99,208680.0,,,,,208680.0
5216,225,68,209794.0,,,,,209794.0
5217,225,69,209773.0,,,,,209773.0
5218,225,70,209753.0,,,,,209753.0
5219,225,71,209734.0,,,,,209734.0
5220,225,72,209716.0,,,,,209716.0
5221,225,73,209700.0,,,,,209700.0
5222,225,74,209684.0,,,,,209684.0
5223,225,75,209669.0,,,,,209669.0
5224,225,76,209655.0,,,,,209655.0
5225,225,77,209643.0,,,,,209643.0
5226,225,78,209631.0,,,,,209631.0
5227,225,79,209620.0,,,,,209620.0
5228,225,80,209610.0,,,,,209610.0
5229,225,81,209601.0,,,,,209601.0
5230,225,82,209593.0,,,,,209593.0
5231,225,83,209586.0,,,,,209586.0
5232,225,84,209579.0,209578.0,34.53,1715.8,4.136,209578.0
5233,225,85,209574.0,209574.0,30.395,1719.15,3.861,209574.0
5234,225,86,209570.0,209569.0,26.5341,1722.23,2.71334,209569.0
5235,225,87,209567.0,209566.0,23.8208,1724.16,1.8265,209566.0
5236,225,88,209564.0,209564.0,21.9943,1725.21,0.355709,209564.0
5237,225,89,209563.0,209563.0,21.6386,1724.78,-0.671957,209563.0
5238,225,90,209563.0,209563.0,22.3106,1723.32,-2.03033,209563.0
5239,225,91,209565.0,209565.0,24.3409,1720.51,-3.03699,209565.0
5240,225,92,209567.0,209567.0,27.3779,1716.69,-4.20993,209567.0
5241,225,93,209571.0,209571.0,31.5878,1711.7,0.0,209571.0
5242,225,94,209574.0,,,,,209574.0
5243,225,95,209580.0,,,,,209580.0
5244,225,96,209587.0,,,,,209587.0
5245,225,97,209593.0,,,,,209593.0
5246,225,98,209601.0,,,,,209601.0
5247,225,99,209609.0,,,,,209609.0
5248,226,68,210733.0,,,,,210733.0
5249,226,69,210714.0,,,,,210714.0
5250,226,70,210692.0,,,,,210692.0
5251,226,71,210674.0,,,,,210674.0
5252,226,72,210654.0,,,,,210654.0
5253,226,73,210639.0,,,,,210639.0
5254,226,74,210621.0,,,,,210621.0
5255,226,75,210607.0,,,,,210607.0
5256,226,76,210592.0,,,,,210592.0
5257,226,77,210580.0,,,,,210580.0
5258,226,78,210567.0,,,,,210567.0
5259,226,79,210557.0,,,,,210557.0
5260,226,80,210545.0,,,,,210545.0
5261,226,81,210538.0,,,,,210538.0
5262,226,82,210528.0,,,,,210528.0
5263,226,83,210522.0,,,,,210522.0
5264,226,84,210514.0,210513.0,37.549,1720.85,2.934,210513.0
5265,226,85,210510.0,210509.0,34.614,1723.0,5.867,210509.0
5266,226,86,210504.0,210503.0,28.7472,1728.09,1.20664,210503.0
5267,226,87,210502.0,210501.0,27.5406,1728.51,3.87098,210501.0
5268,226,88,210498.0,210497.0,23.6696,1731.6,-0.640917,210497.0
5269,226,89,210498.0,210497.0,24.3105,1730.18,1.11313,210497.0
5270,226,90,210496.0,210496.0,23.1974,1730.51,-2.83612,210496.0
5271,226,91,210498.0,210498.0,26.0335,1726.89,-1.29573,210498.0
5272,226,92,210499.0,210499.0,27.3292,1724.81,-5.448,210499.0
5273,226,93,210503.0,210504.0,32.777,1718.58,0.0,210504.0
5274,226,94,210506.0,,,,,210506.0
5275,226,95,210512.0,,,,,210512.0
5276,226,96,210516.0,,,,,210516.0
5277,226,97,210526.0,,,,,210526.0
5278,226,98,210530.0,,,,,210530.0
5279,226,99,210541.0,,,,,210541.0
5280,226,100,210548.0,,,,,210548.0
5281,227,68,211674.0,,,,,211674.0
5282,227,69,211653.0,,,,,211653.0
5283,227,70,211632.0,,,,,211632.0
5284,227,71,211613.0,,,,,211613.0
5285,227,72,211594.0,,,,,211594.0
5286,227,73,211577.0,,,,,211577.0
5287,227,74,211560.0,,,,,211560.0
5288,227,75,211545.0,,,,,211545.0
5289,227,76,211530.0,,,,,211530.0
5290,227,77,211517.0,,,,,211517.0
5291,227,78,211504.0,,,,,211504.0
5292,227,79,211493.0,,,,,211493.0
5293,227,80,211483.0,,,,,211483.0
5294,227,81,211473.0,,,,,211473.0
5295,227,82,211464.0,,,,,211464.0
5296,227,83,211457.0,,,,,211457.0
5297,227,84,211450.0,211449.0,42.281,1724.19,4.797,211449.0
5298,227,85,211444.0,211444.0,37.483,1728.21,4.597,211444.0
5299,227,86,211439.0,211439.0,32.8858,1732.02,3.20005,211439.0
5300,227,87,211436.0,211435.0,29.6858,1734.44,2.50632,211435.0
5301,227,88,211432.0,211432.0,27.1795,1736.16,1.32837,211432.0
5302,227,89,211431.0,211430.0,25.8511,1736.71,0.044764,211430.0
5303,227,90,211430.0,211430.0,25.8063,1735.97,-1.02569,211430.0
5304,227,91,211431.0,211430.0,26.832,1734.16,-2.19034,211430.0
5305,227,92,211432.0,211432.0,29.0223,1731.19,-3.54001,211432.0
5306,227,93,211435.0,211435.0,32.5624,1726.87,0.0,211435.0
5307,227,94,211438.0,,,,,211438.0
5308,227,95,211443.0,,,,,211443.0
5309,227,96,211449.0,,,,,211449.0
5310,227,97,211455.0,,,,,211455.0
5311,227,98,211463.0,,,,,211463.0
5312,227,99,211470.0,,,,,211470.0
5313,227,100,211479.0,,,,,211479.0
5314,228,69,212593.0,,,,,212593.0
5315,228,70,212570.0,,,,,212570.0
5316,228,71,212552.0,,,,,212552.0
5317,228,72,212532.0,,,,,212532.0
5318,228,73,212516.0,,,,,212516.0
5319,228,74,212498.0,,,,,212498.0
5320,228,75,212483.0,,,,,212483.0
5321,228,76,212467.0,,,,,212467.0
5322,228,77,212455.0,,,,,212455.0
5323,228,78,212441.0,,,,,212441.0
5324,228,79,212431.0,,,,,212431.0
5325,228,80,212418.0,,,,,212418.0
5326,228,81,212410.0,,,,,212410.0
5327,228,82,212400.0,,,,,212400.0
5328,228,83,212393.0,,,,,212393.0
5329,228,84,212385.0,,,,,212385.0
5330,228,85,212380.0,212380.0,41.684,1732.08,6.441,212380.0
5331,228,86,212373.0,212373.0,35.2435,1737.74,1.87439,212373.0
5332,228,87,212371.0,212370.0,33.3691,1738.83,4.42688,212370.0
5333,228,88,212366.0,212365.0,28.9422,1742.47,0.045811,212365.0
5334,228,89,212365.0,212365.0,28.8964,1741.74,2.12406,212365.0
5335,228,90,212363.0,212362.0,26.7723,1743.08,-2.15212,212362.0
5336,228,91,212364.0,212364.0,28.9244,1740.14,-0.297909,212364.0
5337,228,92,212364.0,212364.0,29.2224,1739.06,-4.37371,212364.0
5338,228,93,212367.0,212367.0,33.5961,1733.91,-2.48301,212367.0
5339,228,94,212369.0,212369.0,36.0791,1730.64,0.0,212369.0
5340,228,95,212375.0,,,,,212375.0
5341,228,96,212379.0,,,,,212379.0
5342,228,97,212387.0,,,,,212387.0
5343,228,98,212392.0,,,,,212392.0
5344,228,99,212403.0,,,,,212403.0
5345,228,100,212408.0,,,,,212408.0
5346,229,69,213532.0,,,,,213532.0
5347,229,70,213510.0,,,,,213510.0
5348,229,71,213491.0,,,,,213491.0
5349,229,72,213472.0,,,,,213472.0
5350,229,73,213454.0,,,,,213454.0
5351,229,74,213437.0,,,,,213437.0
5352,229,75,213421.0,,,,,213421.0
5353,229,76,213406.0,,,,,213406.0
5354,229,77,213392.0,,,,,213392.0
5355,229,78,213379.0,,,,,213379.0
5356,229,79,213367.0,,,,,213367.0
5357,229,80,213356.0,,,,,213356.0
5358,229,81,213346.0,,,,,213346.0
5359,229,82,213336.0,,,,,213336.0
5360,229,83,213328.0,,,,,213328.0
5361,229,84,213321.0,,,,,213321.0
5362,229,85,213315.0,213314.0,44.823,1737.01,5.461,213314.0
5363,229,86,213309.0,213308.0,39.3624,1741.69,3.68804,213308.0
5364,229,87,213305.0,213304.0,35.6744,1744.59,3.12585,213304.0
5365,229,88,213301.0,213300.0,32.5485,1746.94,1.8503,213300.0
5366,229,89,213299.0,213298.0,30.6982,1748.0,1.11143,213298.0
5367,229,90,213297.0,213296.0,29.5868,1748.33,-0.311606,213296.0
5368,229,91,213297.0,213296.0,29.8984,1747.24,-1.31252,213296.0
5369,229,92,213297.0,213297.0,31.2109,1745.14,-2.56893,213297.0
5370,229,93,213299.0,213299.0,33.7798,1741.79,-3.61371,213299.0
5371,229,94,213302.0,213302.0,37.3935,1737.4,0.0,213302.0
5372,229,95,213306.0,,,,,213306.0
5373,229,96,213311.0,,,,,213311.0
5374,229,97,213317.0,,,,,213317.0
5375,229,98,213324.0,,,,,213324.0
5376,229,99,213331.0,,,,,213331.0
5377,229,100,213341.0,,,,,213341.0
5378,229,101,213349.0,,,,,213349.0
5379,230,69,214472.0,,,,,214472.0
5380,230,70,214449.0,,,,,214449.0
5381,230,71,214430.0,,,,,214430.0
5382,230,72,214410.0,,,,,214410.0
5383,230,73,214393.0,,,,,214393.0
5384,230,74,214375.0,,,,,214375.0
5385,230,75,214360.0,,,,,214360.0
5386,230,76,214343.0,,,,,214343.0
5387,230,77,214330.0,,,,,214330.0
5388,230,78,214315.0,,,,,214315.0
5389,230,79,214305.0,,,,,214305.0
5390,230,80,214292.0,,,,,214292.0
5391,230,81,214283.0,,,,,214283.0
5392,230,82,214272.0,,,,,214272.0
5393,230,83,214265.0,,,,,214265.0
5394,230,84,214256.0,,,,,214256.0
5395,230,85,214250.0,,,,,214250.0
5396,230,86,214243.0,214242.0,42.048,1747.07,2.537,214242.0
5397,230,87,214240.0,214239.0,39.5106,1748.83,4.99427,214239.0
5398,230,88,214234.0,214234.0,34.5163,1753.04,0.677924,214234.0
5399,230,89,214233.0,214233.0,33.8384,1752.94,2.97414,214233.0
5400,230,90,214230.0,214229.0,30.8642,1755.13,-1.31053,214229.0
5401,230,91,214230.0,214230.0,32.1748,1753.03,0.559782,214230.0
5402,230,92,214229.0,214229.0,31.615,1752.81,-3.62149,214229.0
5403,230,93,214232.0,214232.0,35.2365,1748.41,-1.69752,214232.0
5404,230,94,214233.0,214233.0,36.934,1745.93,-5.998,214233.0
5405,230,95,214238.0,214239.0,42.932,1739.15,0.0,214239.0
5406,230,96,214241.0,,,,,214241.0
5407,230,97,214249.0,,,,,214249.0
5408,230,98,214254.0,,,,,214254.0
5409,230,99,214262.0,,,,,214262.0
5410,230,100,214269.0,,,,,214269.0
5411,230,101,214281.0,,,,,214281.0
