,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
4399,199,76,185308.0,185308.0,-20.484,1567.22,3.917,185308.0
4400,199,77,185304.0,185304.0,-24.4002,1570.35,2.99017,185304.0
4401,199,78,185300.0,185301.0,-27.3904,1572.56,1.70458,185301.0
4402,199,79,185299.0,185298.0,-29.095,1573.48,0.451438,185298.0
4403,199,80,185298.0,185297.0,-29.5464,1573.15,-1.487,185297.0
4404,199,81,185298.0,185298.0,-28.0594,1570.88,-2.82772,185298.0
4405,199,82,185300.0,185301.0,-25.2317,1567.27,-4.43422,185301.0
4406,199,83,185304.0,185305.0,-20.7975,1562.05,-5.58347,185305.0
4407,199,84,185310.0,185310.0,-15.214,1555.69,-6.39055,185310.0
4408,199,85,185316.0,185316.0,-8.82343,1548.52,-7.32359,185316.0
4409,199,86,185322.0,185323.0,-1.49984,1540.41,-8.26118,185323.0
4410,199,87,185330.0,185330.0,6.76134,1531.37,0.0,185330.0
4411,199,88,185339.0,,,,,185339.0
4412,199,89,185348.0,,,,,185348.0
4413,199,90,185358.0,,,,,185358.0
4414,200,60,186474.0,,,,,186474.0
4415,200,61,186454.0,,,,,186454.0
4416,200,62,186431.0,,,,,186431.0
4417,200,63,186413.0,,,,,186413.0
4418,200,64,186393.0,,,,,186393.0
4419,200,65,186377.0,,,,,186377.0
4420,200,66,186358.0,,,,,186358.0
4421,200,67,186344.0,,,,,186344.0
4422,200,68,186327.0,,,,,186327.0
4423,200,69,186315.0,,,,,186315.0
4424,200,70,186300.0,,,,,186300.0
4425,200,71,186289.0,,,,,186289.0
4426,200,72,186274.0,,,,,186274.0
4427,200,73,186266.0,,,,,186266.0
4428,200,74,186254.0,,,,,186254.0
4429,200,75,186249.0,,,,,186249.0
4430,200,76,186241.0,186242.0,-18.779,1573.58,2.832,186242.0
4431,200,77,186238.0,186238.0,-21.611,1575.63,4.99,186238.0
4432,200,78,186233.0,186233.0,-26.6009,1579.84,0.639332,186233.0
4433,200,79,186232.0,186232.0,-27.2402,1579.7,2.26341,186232.0
4434,200,80,186229.0,186229.0,-29.5036,1581.18,-2.45604,186229.0
4435,200,81,186231.0,186231.0,-27.0476,1577.94,-0.797019,186231.0
4436,200,82,186231.0,186231.0,-26.2505,1576.36,-5.87986,186231.0
4437,200,83,186236.0,186237.0,-20.3707,1569.7,-3.41636,186237.0
4438,200,84,186239.0,186240.0,-16.9543,1565.5,-7.96635,186240.0
4439,200,85,186247.0,186247.0,-8.98797,1556.75,-4.97363,186247.0
4440,200,86,186252.0,186251.0,-4.01434,1551.0,-10.1492,186251.0
4441,200,87,186261.0,186261.0,6.13482,1540.06,0.0,186261.0
4442,200,88,186267.0,,,,,186267.0
4443,200,89,186278.0,,,,,186278.0
4444,200,90,186286.0,,,,,186286.0
4445,200,91,186298.0,,,,,186298.0
4446,201,60,187415.0,,,,,187415.0
4447,201,61,187393.0,,,,,187393.0
4448,201,62,187371.0,,,,,187371.0
4449,201,63,187352.0,,,,,187352.0
4450,201,64,187332.0,,,,,187332.0
4451,201,65,187314.0,,,,,187314.0
4452,201,66,187297.0,,,,,187297.0
4453,201,67,187282.0,,,,,187282.0
4454,201,68,187266.0,,,,,187266.0
4455,201,69,187252.0,,,,,187252.0
4456,201,70,187238.0,,,,,187238.0
4457,201,71,187226.0,,,,,187226.0
4458,201,72,187213.0,,,,,187213.0
4459,201,73,187202.0,,,,,187202.0
4460,201,74,187191.0,,,,,187191.0
4461,201,75,187183.0,,,,,187183.0
4462,201,76,187176.0,187177.0,-15.239,1578.12,4.657,187177.0
4463,201,77,187171.0,187172.0,-19.897,1581.99,3.844,187172.0
4464,201,78,187167.0,187167.0,-23.7409,1585.05,2.66,187167.0
4465,201,79,187164.0,187164.0,-26.4009,1586.93,1.26184,187164.0
4466,201,80,187162.0,187162.0,-27.6627,1587.41,-0.483793,187162.0
4467,201,81,187162.0,187162.0,-27.1789,1586.14,-1.91954,187162.0
4468,201,82,187163.0,187164.0,-25.2594,1583.44,-3.84474,187164.0
4469,201,83,187167.0,187167.0,-21.4147,1578.81,-4.88977,187167.0
4470,201,84,187171.0,187171.0,-16.5249,1573.14,-5.73553,187171.0
4471,201,85,187177.0,187177.0,-10.7894,1566.62,-6.71688,187177.0
4472,201,86,187183.0,187183.0,-4.07248,1559.13,-7.67419,187183.0
4473,201,87,187190.0,187190.0,3.60171,1550.67,-8.239,187190.0
4474,201,88,187198.0,187198.0,11.841,1541.65,0.0,187198.0
4475,201,89,187207.0,,,,,187207.0
4476,201,90,187216.0,,,,,187216.0
4477,201,91,187226.0,,,,,187226.0
4478,202,61,188333.0,,,,,188333.0
4479,202,62,188310.0,,,,,188310.0
4480,202,63,188291.0,,,,,188291.0
4481,202,64,188270.0,,,,,188270.0
4482,202,65,188254.0,,,,,188254.0
4483,202,66,188235.0,,,,,188235.0
4484,202,67,188220.0,,,,,188220.0
4485,202,68,188203.0,,,,,188203.0
4486,202,69,188190.0,,,,,188190.0
4487,202,70,188175.0,,,,,188175.0
4488,202,71,188164.0,,,,,188164.0
4489,202,72,188149.0,,,,,188149.0
4490,202,73,188140.0,,,,,188140.0
4491,202,74,188127.0,,,,,188127.0
4492,202,75,188120.0,,,,,188120.0
4493,202,76,188110.0,188110.0,-13.087,1584.03,3.689,188110.0
4494,202,77,188105.0,188106.0,-16.776,1586.94,5.916,188106.0
4495,202,78,188099.0,188100.0,-22.6921,1592.08,1.66085,188100.0
4496,202,79,188098.0,188098.0,-24.353,1592.95,2.99252,188098.0
4497,202,80,188094.0,188094.0,-27.3455,1595.16,-1.35909,188094.0
4498,202,81,188095.0,188095.0,-25.9864,1593.02,-0.046188,188095.0
4499,202,82,188094.0,188095.0,-25.9402,1592.19,-5.19945,188095.0
4500,202,83,188099.0,188099.0,-20.7408,1586.21,-2.81665,188099.0
4501,202,84,188101.0,188102.0,-17.9241,1582.61,-7.33332,188102.0
4502,202,85,188108.0,188108.0,-10.5908,1574.5,-4.31652,188108.0
4503,202,86,188112.0,188112.0,-6.27428,1569.4,-9.366,188112.0
4504,202,87,188121.0,188121.0,3.092,1559.25,-5.999,188121.0
4505,202,88,188127.0,188127.0,9.09114,1552.47,0.0,188127.0
4506,202,89,188137.0,,,,,188137.0
4507,202,90,188145.0,,,,,188145.0
4508,202,91,188156.0,,,,,188156.0
4509,203,61,189272.0,,,,,189272.0
4510,203,62,189250.0,,,,,189250.0
4511,203,63,189230.0,,,,,189230.0
4512,203,64,189210.0,,,,,189210.0
4513,203,65,189192.0,,,,,189192.0
4514,203,66,189174.0,,,,,189174.0
4515,203,67,189158.0,,,,,189158.0
4516,203,68,189142.0,,,,,189142.0
4517,203,69,189127.0,,,,,189127.0
4518,203,70,189113.0,,,,,189113.0
4519,203,71,189100.0,,,,,189100.0
4520,203,72,189088.0,,,,,189088.0
4521,203,73,189076.0,,,,,189076.0
4522,203,74,189065.0,,,,,189065.0
4523,203,75,189055.0,,,,,189055.0
4524,203,76,189046.0,,,,,189046.0
4525,203,77,189039.0,189040.0,-14.69,1592.93,4.937,189040.0
4526,203,78,189034.0,189034.0,-19.627,1597.08,3.517,189034.0
4527,203,79,189030.0,189030.0,-23.1435,1599.82,2.1253,189030.0
4528,203,80,189028.0,189028.0,-25.2688,1601.16,0.492056,189028.0
4529,203,81,189027.0,189027.0,-25.7608,1600.87,-0.97484,189027.0
4530,203,82,189027.0,189027.0,-24.786,1599.11,-3.26177,189027.0
4531,203,83,189030.0,189030.0,-21.5242,1595.07,-4.21348,189030.0
4532,203,84,189033.0,189034.0,-17.3108,1590.07,-5.14823,189034.0
4533,203,85,189038.0,189038.0,-12.1625,1584.14,-6.00325,189038.0
4534,203,86,189044.0,189044.0,-6.15928,1577.35,-7.03556,189044.0
4535,203,87,189050.0,189050.0,0.876284,1569.54,-7.79059,189050.0
4536,203,88,189058.0,189058.0,8.66688,1560.96,0.0,189058.0
4537,203,89,189066.0,,,,,189066.0
4538,203,90,189075.0,,,,,189075.0
4539,203,91,189085.0,,,,,189085.0
4540,203,92,189095.0,,,,,189095.0
4541,204,61,190213.0,,,,,190213.0
4542,204,62,190189.0,,,,,190189.0
4543,204,63,190170.0,,,,,190170.0
4544,204,64,190148.0,,,,,190148.0
4545,204,65,190131.0,,,,,190131.0
4546,204,66,190111.0,,,,,190111.0
4547,204,67,190096.0,,,,,190096.0
4548,204,68,190079.0,,,,,190079.0
4549,204,69,190066.0,,,,,190066.0
4550,204,70,190050.0,,,,,190050.0
4551,204,71,190038.0,,,,,190038.0
4552,204,72,190024.0,,,,,190024.0
4553,204,73,190014.0,,,,,190014.0
4554,204,74,190001.0,,,,,190001.0
4555,204,75,189993.0,,,,,189993.0
4556,204,76,189982.0,,,,,189982.0
4557,204,77,189975.0,189976.0,-9.688,1596.0,8.234,189976.0
4558,204,78,189967.0,189968.0,-17.922,1603.45,2.728,189968.0
4559,204,79,189964.0,189964.0,-20.65,1605.39,4.04,189964.0
4560,204,80,189960.0,189960.0,-24.6902,1608.65,-0.344578,189960.0
4561,204,81,189960.0,189960.0,-24.3456,1607.52,0.76375,189960.0
4562,204,82,189958.0,189958.0,-25.1094,1607.51,-4.4638,189958.0
4563,204,83,189962.0,189962.0,-20.6456,1602.26,-2.30477,189962.0
4564,204,84,189964.0,189964.0,-18.3408,1599.17,-6.46537,189964.0
4565,204,85,189970.0,189970.0,-11.8754,1591.92,-3.89246,189970.0
4566,204,86,189973.0,189973.0,-7.98298,1587.25,-8.59037,189973.0
4567,204,87,189982.0,189982.0,0.60739,1577.88,-5.43975,189982.0
4568,204,88,189987.0,189987.0,6.04713,1571.66,0.0,189987.0
4569,204,89,189996.0,,,,,189996.0
4570,204,90,190004.0,,,,,190004.0
4571,204,91,190015.0,,,,,190015.0
4572,204,92,190023.0,,,,,190023.0
4573,205,61,191152.0,,,,,191152.0
4574,205,62,191129.0,,,,,191129.0
4575,205,63,191108.0,,,,,191108.0
4576,205,64,191088.0,,,,,191088.0
4577,205,65,191069.0,,,,,191069.0
4578,205,66,191051.0,,,,,191051.0
4579,205,67,191034.0,,,,,191034.0
4580,205,68,191018.0,,,,,191018.0
4581,205,69,191003.0,,,,,191003.0
4582,205,70,190988.0,,,,,190988.0
4583,205,71,190975.0,,,,,190975.0
4584,205,72,190962.0,,,,,190962.0
4585,205,73,190951.0,,,,,190951.0
4586,205,74,190939.0,,,,,190939.0
4587,205,75,190929.0,,,,,190929.0
4588,205,76,190919.0,,,,,190919.0
4589,205,77,190911.0,,,,,190911.0
4590,205,78,190903.0,190904.0,-12.966,1606.56,5.803,190904.0
4591,205,79,190897.0,190898.0,-18.77,1611.58,3.518,190898.0
4592,205,80,190893.0,190894.0,-22.2875,1614.32,1.53288,190894.0
4593,205,81,190892.0,190892.0,-23.8203,1615.07,-0.050632,190892.0
4594,205,82,190891.0,190891.0,-23.7697,1614.24,-2.70556,190891.0
4595,205,83,190893.0,190893.0,-21.0642,1610.75,-3.55495,190893.0
4596,205,84,190896.0,190896.0,-17.5092,1606.41,-4.53896,190896.0
4597,205,85,190900.0,190900.0,-12.9703,1601.09,-5.2564,190900.0
4598,205,86,190905.0,190905.0,-7.71385,1595.05,-6.40404,190905.0
4599,205,87,190911.0,190911.0,-1.30981,1587.87,-7.14865,190911.0
4600,205,88,190918.0,190918.0,5.83883,1579.93,0.0,190918.0
4601,205,89,190926.0,,,,,190926.0
4602,205,90,190934.0,,,,,190934.0
4603,205,91,190943.0,,,,,190943.0
4604,205,92,190953.0,,,,,190953.0
4605,206,62,192068.0,,,,,192068.0
4606,206,63,192048.0,,,,,192048.0
4607,206,64,192026.0,,,,,192026.0
4608,206,65,192009.0,,,,,192009.0
4609,206,66,191989.0,,,,,191989.0
4610,206,67,191973.0,,,,,191973.0
4611,206,68,191955.0,,,,,191955.0
4612,206,69,191941.0,,,,,191941.0
4613,206,70,191925.0,,,,,191925.0
4614,206,71,191913.0,,,,,191913.0
4615,206,72,191899.0,,,,,191899.0
4616,206,73,191888.0,,,,,191888.0
4617,206,74,191875.0,,,,,191875.0
4618,206,75,191866.0,,,,,191866.0
4619,206,76,191855.0,,,,,191855.0
4620,206,77,191848.0,,,,,191848.0
4621,206,78,191838.0,191839.0,-9.632,1611.3,4.583,191839.0
4622,206,79,191833.0,191834.0,-14.215,1615.1,6.731,191834.0
4623,206,80,191826.0,191826.0,-20.9452,1621.05,1.30764,191826.0
4624,206,81,191825.0,191825.0,-22.2528,1621.57,1.53222,191825.0
4625,206,82,191822.0,191823.0,-23.7851,1622.32,-3.75731,191823.0
4626,206,83,191826.0,191826.0,-20.0278,1617.78,-1.8394,191826.0
4627,206,84,191827.0,191827.0,-18.1884,1615.16,-5.75937,191827.0
4628,206,85,191832.0,191833.0,-12.429,1608.62,-3.31359,191833.0
4629,206,86,191835.0,191835.0,-9.1154,1604.52,-7.87291,191835.0
4630,206,87,191842.0,191843.0,-1.24249,1595.87,-4.8083,191843.0
4631,206,88,191847.0,191847.0,3.56581,1590.28,-9.896,191847.0
4632,206,89,191856.0,191856.0,13.462,1579.6,0.0,191856.0
4633,206,90,191863.0,,,,,191863.0
4634,206,91,191873.0,,,,,191873.0
4635,206,92,191881.0,,,,,191881.0
4636,206,93,191893.0,,,,,191893.0
4637,207,62,193008.0,,,,,193008.0
4638,207,63,192987.0,,,,,192987.0
4639,207,64,192966.0,,,,,192966.0
4640,207,65,192947.0,,,,,192947.0
4641,207,66,192928.0,,,,,192928.0
4642,207,67,192911.0,,,,,192911.0
4643,207,68,192894.0,,,,,192894.0
4644,207,69,192878.0,,,,,192878.0
4645,207,70,192863.0,,,,,192863.0
4646,207,71,192850.0,,,,,192850.0
4647,207,72,192837.0,,,,,192837.0
4648,207,73,192825.0,,,,,192825.0
4649,207,74,192813.0,,,,,192813.0
4650,207,75,192803.0,,,,,192803.0
4651,207,76,192792.0,,,,,192792.0
4652,207,77,192783.0,,,,,192783.0
4653,207,78,192775.0,,,,,192775.0
4654,207,79,192768.0,192769.0,-10.805,1619.76,5.682,192769.0
4655,207,80,192762.0,192762.0,-16.4874,1624.66,4.54596,192762.0
4656,207,81,192758.0,192757.0,-21.0334,1628.43,1.41812,192757.0
4657,207,82,192756.0,192755.0,-22.4515,1629.06,-2.39741,192755.0
4658,207,83,192757.0,192757.0,-20.0541,1625.88,-2.90881,192757.0
4659,207,84,192759.0,192760.0,-17.1453,1622.19,-3.91839,192760.0
4660,207,85,192763.0,192763.0,-13.2269,1617.49,-4.59219,192763.0
4661,207,86,192767.0,192767.0,-8.63471,1612.12,-5.79038,192767.0
4662,207,87,192772.0,192773.0,-2.84434,1605.54,-6.38323,192773.0
4663,207,88,192778.0,192779.0,3.5389,1598.38,-7.60721,192779.0
4664,207,89,192785.0,192786.0,11.1461,1589.99,0.0,192786.0
4665,207,90,192793.0,,,,,192793.0
4666,207,91,192802.0,,,,,192802.0
4667,207,92,192811.0,,,,,192811.0
4668,207,93,192822.0,,,,,192822.0
4669,208,62,193947.0,,,,,193947.0
4670,208,63,193927.0,,,,,193927.0
4671,208,64,193904.0,,,,,193904.0
4672,208,65,193886.0,,,,,193886.0
4673,208,66,193866.0,,,,,193866.0
4674,208,67,193850.0,,,,,193850.0
4675,208,68,193831.0,,,,,193831.0
4676,208,69,193817.0,,,,,193817.0
4677,208,70,193800.0,,,,,193800.0
4678,208,71,193788.0,,,,,193788.0
4679,208,72,193773.0,,,,,193773.0
4680,208,73,193763.0,,,,,193763.0
4681,208,74,193749.0,,,,,193749.0
4682,208,75,193740.0,,,,,193740.0
4683,208,76,193728.0,,,,,193728.0
4684,208,77,193721.0,,,,,193721.0
4685,208,78,193710.0,,,,,193710.0
4686,208,79,193704.0,193705.0,-6.101,1623.13,7.164,193705.0
4687,208,80,193696.0,193697.0,-13.2654,1629.51,3.48379,193697.0
4688,208,81,193693.0,193693.0,-16.7492,1632.21,4.99888,193693.0
4689,208,82,193688.0,193688.0,-21.7481,1636.43,-2.87836,193688.0
4690,208,83,193690.0,193690.0,-18.8697,1632.77,-1.40056,193690.0
4691,208,84,193690.0,193691.0,-17.4692,1630.59,-4.99952,193691.0
4692,208,85,193695.0,193695.0,-12.4696,1624.8,-2.8144,193695.0
4693,208,86,193697.0,193698.0,-9.65523,1621.21,-6.98941,193698.0
4694,208,87,193704.0,193704.0,-2.66581,1613.44,-4.38081,193704.0
4695,208,88,193708.0,193708.0,1.71499,1608.27,-9.04414,193708.0
4696,208,89,193716.0,193717.0,10.7591,1598.45,-5.91487,193717.0
4697,208,90,193722.0,193722.0,16.674,1591.75,0.0,193722.0
4698,208,91,193732.0,,,,,193732.0
4699,208,92,193740.0,,,,,193740.0
4700,208,93,193751.0,,,,,193751.0
4701,209,63,194866.0,,,,,194866.0
4702,209,64,194844.0,,,,,194844.0
4703,209,65,194825.0,,,,,194825.0
4704,209,66,194805.0,,,,,194805.0
4705,209,67,194788.0,,,,,194788.0
4706,209,68,194770.0,,,,,194770.0
4707,209,69,194754.0,,,,,194754.0
4708,209,70,194739.0,,,,,194739.0
4709,209,71,194725.0,,,,,194725.0
4710,209,72,194711.0,,,,,194711.0
4711,209,73,194699.0,,,,,194699.0
4712,209,74,194687.0,,,,,194687.0
4713,209,75,194676.0,,,,,194676.0
4714,209,76,194666.0,,,,,194666.0
4715,209,77,194656.0,,,,,194656.0
4716,209,78,194647.0,,,,,194647.0
4717,209,79,194640.0,194640.0,-2.468,1627.57,6.176,194640.0
4718,209,80,194633.0,194633.0,-8.644,1632.96,4.993,194633.0
4719,209,81,194627.0,194628.0,-13.6377,1637.17,3.97645,194628.0
4720,209,82,194624.0,194623.0,-17.6141,1640.37,0.644028,194623.0
4721,209,83,194622.0,194622.0,-18.2582,1640.23,-1.89258,194622.0
4722,209,84,194623.0,194624.0,-16.3656,1637.55,-3.48321,194624.0
4723,209,85,194626.0,194627.0,-12.8824,1633.29,-3.95354,194627.0
4724,209,86,194630.0,194630.0,-8.92883,1628.55,-5.16087,194630.0
4725,209,87,194634.0,194635.0,-3.76796,1622.61,-5.62205,194635.0
4726,209,88,194640.0,194640.0,1.8541,1616.2,-6.99022,194640.0
4727,209,89,194646.0,194646.0,8.84431,1608.43,-7.69248,194646.0
4728,209,90,194653.0,194654.0,16.5368,1599.96,0.0,194654.0
4729,209,91,194661.0,,,,,194661.0
4730,209,92,194670.0,,,,,194670.0
4731,209,93,194680.0,,,,,194680.0
4732,209,94,194690.0,,,,,194690.0
4733,210,63,195806.0,,,,,195806.0
4734,210,64,195783.0,,,,,195783.0
4735,210,65,195764.0,,,,,195764.0
4736,210,66,195743.0,,,,,195743.0
4737,210,67,195727.0,,,,,195727.0
4738,210,68,195708.0,,,,,195708.0
4739,210,69,195693.0,,,,,195693.0
4740,210,70,195676.0,,,,,195676.0
4741,210,71,195663.0,,,,,195663.0
4742,210,72,195648.0,,,,,195648.0
4743,210,73,195637.0,,,,,195637.0
4744,210,74,195623.0,,,,,195623.0
4745,210,75,195613.0,,,,,195613.0
4746,210,76,195601.0,,,,,195601.0
4747,210,77,195594.0,,,,,195594.0
4748,210,78,195583.0,,,,,195583.0
4749,210,79,195577.0,195576.0,2.329,1630.84,7.694,195576.0
4750,210,80,195568.0,195568.0,-5.365,1637.75,3.881,195568.0
4751,210,81,195564.0,195564.0,-9.24605,1640.85,5.48193,195564.0
4752,210,82,195558.0,195558.0,-14.728,1645.55,0.063486,195558.0
4753,210,83,195557.0,195557.0,-14.7915,1644.83,1.16123,195557.0
4754,210,84,195555.0,195555.0,-15.9527,1645.21,-3.98104,195555.0
4755,210,85,195559.0,195559.0,-11.9717,1640.45,-2.36712,195559.0
4756,210,86,195560.0,195561.0,-9.60454,1637.3,-6.27203,195561.0
4757,210,87,195566.0,195567.0,-3.3325,1630.24,-3.79282,195567.0
4758,210,88,195570.0,195570.0,0.460315,1625.67,-8.32931,195570.0
4759,210,89,195577.0,195578.0,8.78963,1616.56,-5.27001,195578.0
4760,210,90,195582.0,195583.0,14.0596,1610.51,0.0,195583.0
4761,210,91,195592.0,,,,,195592.0
4762,210,92,195599.0,,,,,195599.0
4763,210,93,195610.0,,,,,195610.0
4764,210,94,195618.0,,,,,195618.0
4765,211,63,196746.0,,,,,196746.0
4766,211,64,196723.0,,,,,196723.0
4767,211,65,196703.0,,,,,196703.0
4768,211,66,196683.0,,,,,196683.0
4769,211,67,196665.0,,,,,196665.0
4770,211,68,196647.0,,,,,196647.0
4771,211,69,196630.0,,,,,196630.0
4772,211,70,196614.0,,,,,196614.0
4773,211,71,196600.0,,,,,196600.0
4774,211,72,196586.0,,,,,196586.0
4775,211,73,196573.0,,,,,196573.0
4776,211,74,196561.0,,,,,196561.0
4777,211,75,196550.0,,,,,196550.0
4778,211,76,196539.0,,,,,196539.0
4779,211,77,196529.0,,,,,196529.0
4780,211,78,196520.0,,,,,196520.0
4781,211,79,196512.0,,,,,196512.0
4782,211,80,196505.0,196504.0,-0.624,1641.08,5.454,196504.0
4783,211,81,196498.0,196498.0,-6.078,1645.76,4.4133,196498.0
4784,211,82,196494.0,196493.0,-10.4913,1649.39,1.36686,196493.0
4785,211,83,196491.0,196492.0,-11.8582,1649.97,0.573967,196492.0
4786,211,84,196490.0,196490.0,-12.4321,1649.76,-0.785297,196490.0
4787,211,85,196491.0,196491.0,-11.6468,1648.2,-2.89182,196491.0
4788,211,86,196493.0,196493.0,-8.75501,1644.52,-4.61519,196493.0
4789,211,87,196497.0,196497.0,-4.13982,1639.12,-4.97184,196497.0
4790,211,88,196501.0,196502.0,0.832024,1633.37,-6.37019,196502.0
4791,211,89,196507.0,196508.0,7.20222,1626.22,-6.70449,196508.0
4792,211,90,196513.0,196514.0,13.9067,1618.73,0.0,196514.0
4793,211,91,196521.0,,,,,196521.0
4794,211,92,196529.0,,,,,196529.0
4795,211,93,196538.0,,,,,196538.0
4796,211,94,196548.0,,,,,196548.0
4797,212,64,197662.0,,,,,197662.0
4798,212,65,197643.0,,,,,197643.0
4799,212,66,197621.0,,,,,197621.0
4800,212,67,197604.0,,,,,197604.0
4801,212,68,197585.0,,,,,197585.0
4802,212,69,197569.0,,,,,197569.0
4803,212,70,197552.0,,,,,197552.0
4804,212,71,197538.0,,,,,197538.0
4805,212,72,197522.0,,,,,197522.0
4806,212,73,197511.0,,,,,197511.0
4807,212,74,197497.0,,,,,197497.0
4808,212,75,197487.0,,,,,197487.0
4809,212,76,197475.0,,,,,197475.0
4810,212,77,197466.0,,,,,197466.0
4811,212,78,197456.0,,,,,197456.0
4812,212,79,197449.0,,,,,197449.0
4813,212,80,197439.0,197439.0,2.757,1645.77,4.308,197439.0
4814,212,81,197435.0,197434.0,-1.551,1649.3,5.996,197434.0
4815,212,82,197428.0,197428.0,-7.54724,1654.51,0.569773,197428.0
4816,212,83,197427.0,197427.0,-8.11701,1654.3,2.25203,197427.0
4817,212,84,197423.0,197424.0,-10.369,1655.77,-1.74125,197424.0
4818,212,85,197425.0,197425.0,-8.62779,1653.25,0.031455,197425.0
4819,212,86,197424.0,197425.0,-8.65924,1652.5,-5.14346,197425.0
4820,212,87,197429.0,197429.0,-3.51578,1646.57,-3.31711,197429.0
4821,212,88,197432.0,197432.0,-0.198673,1642.47,-7.4766,197432.0
4822,212,89,197439.0,197439.0,7.27792,1634.21,-4.81994,197439.0
4823,212,90,197443.0,197444.0,12.0979,1628.61,-9.51558,197444.0
4824,212,91,197452.0,197453.0,21.6135,1618.31,0.0,197453.0
4825,212,92,197458.0,,,,,197458.0
4826,212,93,197468.0,,,,,197468.0
4827,212,94,197476.0,,,,,197476.0
4828,212,95,197488.0,,,,,197488.0
4829,213,64,198603.0,,,,,198603.0
4830,213,65,198582.0,,,,,198582.0
4831,213,66,198561.0,,,,,198561.0
4832,213,67,198542.0,,,,,198542.0
4833,213,68,198523.0,,,,,198523.0
4834,213,69,198507.0,,,,,198507.0
4835,213,70,198490.0,,,,,198490.0
4836,213,71,198475.0,,,,,198475.0
4837,213,72,198460.0,,,,,198460.0
4838,213,73,198447.0,,,,,198447.0
4839,213,74,198435.0,,,,,198435.0
4840,213,75,198423.0,,,,,198423.0
4841,213,76,198412.0,,,,,198412.0
4842,213,77,198402.0,,,,,198402.0
4843,213,78,198393.0,,,,,198393.0
4844,213,79,198384.0,,,,,198384.0
4845,213,80,198376.0,198376.0,7.666,1648.94,5.882,198376.0
4846,213,81,198370.0,198369.0,1.78381,1654.04,4.98545,198369.0
4847,213,82,198364.0,198364.0,-3.20164,1658.24,2.02863,198364.0
4848,213,83,198361.0,198361.0,-5.23028,1659.49,1.4228,198361.0
4849,213,84,198359.0,198359.0,-6.65308,1660.13,-0.073918,198359.0
4850,213,85,198358.0,198359.0,-6.57916,1659.27,-0.881278,198359.0
4851,213,86,198359.0,198359.0,-5.69788,1657.61,-2.1452,198359.0
4852,213,87,198360.0,198361.0,-3.55268,1654.68,-3.91061,198361.0
4853,213,88,198364.0,198364.0,0.357934,1649.99,-5.79833,198364.0
4854,213,89,198369.0,198370.0,6.15626,1643.41,-5.96175,198370.0
4855,213,90,198375.0,198375.0,12.118,1636.66,-7.54512,198375.0
4856,213,91,198382.0,198382.0,19.6631,1628.33,0.0,198382.0
4857,213,92,198389.0,,,,,198389.0
4858,213,93,198397.0,,,,,198397.0
4859,213,94,198407.0,,,,,198407.0
4860,213,95,198417.0,,,,,198417.0
4861,214,64,199542.0,,,,,199542.0
4862,214,65,199522.0,,,,,199522.0
4863,214,66,199500.0,,,,,199500.0
4864,214,67,199481.0,,,,,199481.0
4865,214,68,199461.0,,,,,199461.0
4866,214,69,199446.0,,,,,199446.0
4867,214,70,199428.0,,,,,199428.0
4868,214,71,199414.0,,,,,199414.0
4869,214,72,199397.0,,,,,199397.0
4870,214,73,199385.0,,,,,199385.0
4871,214,74,199371.0,,,,,199371.0
4872,214,75,199361.0,,,,,199361.0
4873,214,76,199348.0,,,,,199348.0
4874,214,77,199339.0,,,,,199339.0
4875,214,78,199328.0,,,,,199328.0
4876,214,79,199321.0,,,,,199321.0
4877,214,80,199311.0,199311.0,11.178,1653.5,4.713,199311.0
4878,214,81,199306.0,199305.0,6.465,1657.43,6.645,199305.0
4879,214,82,199299.0,199298.0,-0.180786,1663.29,1.01905,199298.0
4880,214,83,199297.0,199297.0,-1.19983,1663.53,3.26977,199297.0
4881,214,84,199293.0,199293.0,-4.4696,1666.01,-1.0902,199293.0
4882,214,85,199294.0,199294.0,-3.3794,1664.14,0.93998,199294.0
4883,214,86,199292.0,199292.0,-4.31938,1664.3,-3.36118,199292.0
4884,214,87,199295.0,199295.0,-0.958197,1660.16,-1.05109,199295.0
4885,214,88,199295.0,199296.0,0.092896,1658.32,-6.35163,199296.0
4886,214,89,199301.0,199301.0,6.44453,1651.19,-4.2678,199301.0
4887,214,90,199305.0,199305.0,10.7123,1646.14,-8.77311,199305.0
4888,214,91,199313.0,199313.0,19.4854,1636.58,0.0,199313.0
4889,214,92,199318.0,,,,,199318.0
4890,214,93,199328.0,,,,,199328.0
4891,214,94,199335.0,,,,,199335.0
4892,214,95,199347.0,,,,,199347.0
4893,215,65,200461.0,,,,,200461.0
4894,215,66,200440.0,,,,,200440.0
4895,215,67,200420.0,,,,,200420.0
4896,215,68,200401.0,,,,,200401.0
4897,215,69,200383.0,,,,,200383.0
4898,215,70,200366.0,,,,,200366.0
4899,215,71,200351.0,,,,,200351.0
4900,215,72,200336.0,,,,,200336.0
4901,215,73,200322.0,,,,,200322.0
4902,215,74,200309.0,,,,,200309.0
4903,215,75,200297.0,,,,,200297.0
4904,215,76,200285.0,,,,,200285.0
4905,215,77,200275.0,,,,,200275.0
4906,215,78,200265.0,,,,,200265.0
4907,215,79,200257.0,,,,,200257.0
4908,215,80,200248.0,200247.0,16.208,1656.54,6.297,200247.0
